"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 17, 2013","135.51","137.73","139.55","132.27","616.88K","-0.77%"
"Jul 16, 2013","136.56","137.27","139.91","135.95","1.09M","0.89%"
"Jul 15, 2013","135.35","130.91","137.03","130.02","1.86M","3.71%"
"Jul 12, 2013","130.51","127.27","130.91","125.91","258.17K","2.33%"
"Jul 11, 2013","127.54","123.64","130.00","123.64","595.65K","2.32%"
"Jul 10, 2013","124.65","121.82","127.39","121.45","391.05K","2.74%"
"Jul 09, 2013","121.33","116.27","121.33","116.27","506.22K","5.00%"
"Jul 08, 2013","115.55","118.14","118.18","115.45","392.04K","-2.11%"
"Jul 05, 2013","118.04","115.45","119.09","115.45","414.15K","2.60%"
"Jul 04, 2013","115.05","112.82","115.45","112.27","485.87K","2.35%"
"Jul 03, 2013","112.41","113.64","114.09","111.82","94.49K","-0.37%"
"Jul 02, 2013","112.83","111.86","114.09","111.82","430.43K","1.36%"
"Jul 01, 2013","111.32","108.18","112.73","108.18","310.09K","2.69%"
"Jun 28, 2013","108.40","105.27","109.09","104.55","863.06K","2.89%"
"Jun 27, 2013","105.36","105.00","106.73","105.00","191.62K","0.08%"
"Jun 26, 2013","105.28","106.36","107.36","105.00","307.23K","0.10%"
"Jun 25, 2013","105.17","102.74","106.36","102.70","722.04K","0.90%"
"Jun 24, 2013","104.23","106.36","106.37","102.00","1.07M","-2.56%"
"Jun 21, 2013","106.97","106.82","108.70","105.91","792.55K","0.02%"
"Jun 20, 2013","106.95","107.27","109.32","106.36","517.00K","0.26%"
"Jun 19, 2013","106.67","107.00","108.00","106.36","790.24K","0.28%"
"Jun 18, 2013","106.37","106.50","108.40","106.00","573.43K","-0.38%"
"Jun 17, 2013","106.78","107.77","108.41","105.45","1.83M","-0.75%"
"Jun 14, 2013","107.59","110.09","110.09","105.55","1.18M","-1.21%"
"Jun 13, 2013","108.91","104.55","108.91","104.36","1.06M","4.99%"
"Jun 12, 2013","103.73","105.00","106.26","102.73","369.49K","-0.75%"
"Jun 11, 2013","104.51","100.91","105.87","100.91","995.72K","3.64%"
"Jun 10, 2013","100.84","103.63","103.64","100.36","235.95K","-1.94%"
"Jun 07, 2013","102.83","102.64","104.35","102.18","414.48K","1.05%"
"Jun 06, 2013","101.76","96.62","102.14","96.62","1.15M","4.11%"
"Jun 05, 2013","97.74","98.18","98.41","97.23","375.65K","-0.44%"
"Jun 04, 2013","98.17","99.04","99.32","97.82","441.87K","-0.17%"
"Jun 03, 2013","98.34","96.82","98.98","95.95","1.08M","2.38%"
"May 31, 2013","96.05","93.64","96.36","93.41","1.04M","2.66%"
"May 30, 2013","93.56","93.18","93.82","92.50","117.04K","0.45%"
"May 29, 2013","93.14","94.55","94.73","93.00","312.29K","-0.86%"
"May 28, 2013","93.95","92.27","94.31","92.27","308.55K","1.96%"
"May 27, 2013","92.14","93.64","93.64","91.82","179.96K","-1.54%"
"May 24, 2013","93.58","94.55","94.77","93.18","116.16K","-1.23%"
"May 23, 2013","94.75","95.36","95.91","93.18","397.43K","1.05%"
"May 22, 2013","93.77","92.73","95.00","92.18","489.39K","2.09%"
"May 21, 2013","91.85","92.18","92.73","91.77","252.34K","0.54%"
"May 20, 2013","91.36","92.64","92.64","91.20","129.03K","-0.63%"
"May 17, 2013","91.94","91.91","93.00","91.82","256.52K","-0.66%"
"May 16, 2013","92.55","93.18","94.09","91.85","504.02K","0.25%"
"May 15, 2013","92.32","90.91","93.18","90.00","449.02K","1.62%"
"May 14, 2013","90.85","89.73","90.91","88.09","1.41M","2.03%"
"May 13, 2013","89.04","85.82","89.27","85.77","401.61K","4.36%"
"May 10, 2013","85.32","84.54","86.14","84.23","196.02K","1.77%"
"May 09, 2013","83.84","81.45","85.35","81.45","341.88K","2.49%"
"May 08, 2013","81.80","81.36","81.82","81.36","33.00K","0.59%"
"May 07, 2013","81.32","81.39","81.90","81.09","39.82K","-0.61%"
"May 06, 2013","81.82","80.68","82.05","80.68","191.07K","0.38%"
"May 03, 2013","81.51","80.90","82.00","80.90","145.86K","0.95%"
"May 02, 2013","80.74","81.27","80.91","80.18","32.23K","0.92%"
"Apr 30, 2013","80.00","80.91","81.91","79.96","143.66K","-0.79%"
"Apr 29, 2013","80.64","81.36","81.37","80.45","75.57K","-1.30%"
"Apr 26, 2013","81.70","82.27","82.45","81.64","95.15K","-0.15%"
"Apr 25, 2013","81.82","81.82","82.50","81.45","59.51K","-0.04%"
"Apr 24, 2013","81.85","81.81","82.35","81.45","151.25K","0.12%"
"Apr 23, 2013","81.75","81.82","82.08","81.56","33.11K","0.12%"
"Apr 22, 2013","81.65","80.91","82.68","80.91","41.69K","-0.20%"
"Apr 19, 2013","81.81","83.73","83.73","81.45","102.96K","-1.40%"
"Apr 18, 2013","82.97","81.83","83.64","81.82","88.77K","1.55%"
"Apr 17, 2013","81.70","82.73","82.73","81.60","120.45K","-0.31%"
"Apr 16, 2013","81.95","82.18","82.73","81.59","250.91K","-1.61%"
"Apr 15, 2013","83.29","85.55","87.15","82.87","275.00K","-4.41%"
"Apr 12, 2013","87.13","87.01","87.27","84.55","58.74K","-0.14%"
"Apr 11, 2013","87.25","87.36","87.50","86.91","59.73K","-0.34%"
"Apr 10, 2013","87.55","88.18","88.00","87.38","13.97K","0.17%"
"Apr 09, 2013","87.40","87.28","87.72","87.28","49.94K","-0.32%"
"Apr 08, 2013","87.68","88.18","88.18","87.64","39.05K","-0.54%"
"Apr 05, 2013","88.16","88.18","88.18","87.55","76.12K","0.03%"
"Apr 04, 2013","88.13","88.99","88.99","88.00","28.60K","-0.19%"
"Apr 03, 2013","88.30","88.17","88.64","87.74","142.78K","0.20%"
"Apr 02, 2013","88.12","88.21","88.81","88.09","191.95K","-0.14%"
"Apr 01, 2013","88.24","88.18","88.41","87.27","228.36K","0.57%"
"Mar 29, 2013","87.74","87.89","88.41","87.59","79.20K","-0.09%"
"Mar 28, 2013","87.82","87.74","87.90","87.32","6.49K","0.01%"
"Mar 27, 2013","87.81","87.27","87.82","87.27","93.28K","0.77%"
"Mar 26, 2013","87.14","87.73","88.18","87.05","162.69K","-0.65%"
"Mar 25, 2013","87.71","88.86","88.86","87.41","25.96K","0.52%"
"Mar 22, 2013","87.26","87.37","87.41","87.09","21.67K","-0.33%"
"Mar 21, 2013","87.55","87.85","87.95","87.27","16.72K","0.34%"
"Mar 20, 2013","87.25","87.29","88.09","87.19","71.61K","-0.47%"
"Mar 19, 2013","87.66","87.41","88.97","87.41","44.33K","-0.10%"
"Mar 18, 2013","87.75","87.36","88.64","87.23","44.22K","-2.59%"
"Mar 15, 2013","90.08","90.36","90.91","89.91","125.95K","-3.64%"
"Mar 14, 2013","93.48","94.21","94.30","93.27","134.31K","-0.13%"
"Mar 13, 2013","93.60","94.21","94.21","93.60","42.35K","-0.86%"
"Mar 12, 2013","94.41","94.63","94.42","93.39","61.59K","1.05%"
"Mar 11, 2013","93.43","93.97","94.54","92.98","67.28K","-0.65%"
"Mar 08, 2013","94.04","95.25","95.25","93.85","52.27K","-0.62%"
"Mar 07, 2013","94.63","95.18","95.45","94.62","69.57K","-0.01%"
"Mar 06, 2013","94.64","94.64","95.20","94.63","18.63K","-0.20%"
"Mar 05, 2013","94.83","95.45","95.45","94.63","357.92K","-0.59%"
"Mar 04, 2013","95.39","95.79","95.79","95.04","45.86K","0.25%"
"Mar 01, 2013","95.15","96.36","96.36","94.86","86.88K","-0.90%"
"Feb 28, 2013","96.01","95.87","96.27","95.62","37.39K","0.39%"
"Feb 27, 2013","95.64","95.69","96.19","95.45","56.02K","0.00%"
"Feb 26, 2013","95.64","95.93","96.28","95.45","34.36K","-0.40%"
"Feb 25, 2013","96.02","95.87","96.40","95.87","32.91K","-0.29%"
"Feb 22, 2013","96.30","96.60","96.60","96.07","56.63K","-0.18%"
"Feb 21, 2013","96.47","96.20","96.68","95.95","22.75K","0.27%"
"Feb 20, 2013","96.21","96.61","96.69","96.20","100.91K","-0.05%"
"Feb 19, 2013","96.26","96.86","96.86","96.12","52.63K","-0.20%"
"Feb 18, 2013","96.45","95.87","96.69","95.87","35.09K","-0.20%"
"Feb 15, 2013","96.64","96.16","96.69","96.16","673.61K","0.09%"
"Feb 14, 2013","96.55","96.69","96.69","96.28","36.54K","-0.09%"
"Feb 13, 2013","96.64","96.69","96.94","96.38","1.96M","-0.43%"
"Feb 12, 2013","97.06","96.69","97.52","95.70","696.11K","0.38%"
"Feb 11, 2013","96.69","97.85","97.85","96.63","95.95K","-0.56%"
"Feb 08, 2013","97.23","97.23","97.93","97.11","23.47K","0.32%"
"Feb 07, 2013","96.92","98.35","98.36","96.82","148.83K","-1.45%"
"Feb 06, 2013","98.35","98.35","98.76","97.77","600.40K","0.24%"
"Feb 04, 2013","98.11","98.34","98.51","97.73","59.29K","0.53%"
"Feb 01, 2013","97.59","98.26","98.26","97.56","15.73K","-0.48%"
"Jan 31, 2013","98.06","97.85","98.43","97.53","27.47K","0.45%"
"Jan 30, 2013","97.62","97.73","98.02","97.57","71.03K","0.09%"
"Jan 29, 2013","97.53","96.69","97.93","96.69","77.56K","0.69%"
"Jan 28, 2013","96.86","96.69","97.52","96.69","10.77K","0.17%"
"Jan 24, 2013","96.70","97.43","97.43","96.32","26.86K","0.01%"
"Jan 23, 2013","96.69","97.36","97.36","96.28","16.21K","-0.20%"
"Jan 22, 2013","96.88","95.45","97.02","95.12","78.41K","1.50%"
"Jan 21, 2013","95.45","94.63","95.62","94.63","26.74K","1.17%"
"Jan 18, 2013","94.35","95.04","95.04","94.13","68.61K","1.28%"
"Jan 17, 2013","93.16","93.31","94.21","92.98","67.28K","1.39%"
"Jan 16, 2013","91.88","90.91","92.31","90.41","22.02K","0.75%"
"Jan 15, 2013","91.20","93.80","94.19","90.08","52.27K","-3.10%"
"Jan 14, 2013","94.12","93.80","94.54","93.80","14.16K","-0.10%"
"Jan 11, 2013","94.21","93.98","94.63","93.88","45.01K","0.10%"
"Jan 10, 2013","94.12","94.63","95.04","93.88","34.85K","-0.94%"
"Jan 09, 2013","95.01","94.38","95.04","94.38","41.87K","0.20%"
"Jan 08, 2013","94.82","94.09","95.28","93.43","67.40K","0.63%"
"Jan 07, 2013","94.23","95.12","95.12","94.09","25.65K","-0.83%"
"Jan 04, 2013","95.02","95.87","96.26","94.63","20.21K","-0.45%"
"Jan 03, 2013","95.45","95.12","96.78","95.12","24.08K","-0.04%"
"Jan 02, 2013","95.49","97.19","97.19","95.45","36.54K","-1.92%"
"Jan 01, 2013","97.36","97.36","97.52","97.19","30.98K","0.00%"
"Dec 31, 2012","97.36","96.82","97.81","96.82","35.69K","-0.23%"
"Dec 28, 2012","97.58","97.52","98.35","97.19","28.19K","0.37%"
"Dec 27, 2012","97.22","97.44","97.52","97.19","23.47K","-0.24%"
"Dec 26, 2012","97.45","97.11","97.52","96.69","84.09K","0.06%"
"Dec 24, 2012","97.39","96.69","97.52","96.69","27.35K","-0.03%"
"Dec 21, 2012","97.42","97.11","97.64","97.11","49.00K","-0.23%"
"Dec 20, 2012","97.64","97.66","97.85","97.36","51.06K","-0.15%"
"Dec 19, 2012","97.79","97.69","98.31","97.52","39.08K","0.27%"
"Dec 18, 2012","97.53","96.80","98.05","96.69","243.45K","0.90%"
"Dec 17, 2012","96.66","97.42","97.93","95.99","57.47K","-0.01%"
"Dec 14, 2012","96.67","95.70","96.69","95.70","38.11K","1.05%"
"Dec 13, 2012","95.67","95.66","96.05","95.58","19.60K","-0.33%"
"Dec 12, 2012","95.99","96.04","96.69","95.71","21.42K","-0.33%"
"Dec 11, 2012","96.31","96.69","97.02","95.37","172.42K","-0.47%"
"Dec 10, 2012","96.76","97.19","98.34","96.69","235.59K","-0.22%"
"Dec 07, 2012","96.97","96.40","97.52","96.29","514.37K","1.20%"
"Dec 06, 2012","95.82","94.21","96.20","94.21","747.54K","2.10%"
"Dec 05, 2012","93.85","91.90","94.63","91.74","1.58M","1.39%"
"Dec 04, 2012","92.56","91.74","93.18","91.74","122.09K","0.48%"
"Dec 03, 2012","92.12","91.74","93.14","91.74","367.48K","-0.30%"
"Nov 30, 2012","92.40","90.83","92.56","90.58","879.06K","2.08%"
"Nov 29, 2012","90.52","90.07","91.24","89.68","257.61K","1.11%"
"Nov 28, 2012","89.53","89.91","90.08","89.47","302.98K","0.03%"
"Nov 27, 2012","89.50","89.26","89.92","89.26","153.43K","0.36%"
"Nov 26, 2012","89.18","89.92","89.96","88.51","87.00K","-0.83%"
"Nov 23, 2012","89.93","90.08","90.08","89.75","18.03K","0.06%"
"Nov 22, 2012","89.88","91.74","92.14","89.83","225.79K","-0.50%"
"Nov 21, 2012","90.33","90.21","91.07","90.17","15.37K","-0.29%"
"Nov 20, 2012","90.59","89.84","90.91","89.88","431.49K","0.91%"
"Nov 19, 2012","89.77","90.17","90.29","89.67","55.54K","-0.64%"
"Nov 16, 2012","90.35","90.50","91.32","90.21","38.72K","-0.63%"
"Nov 15, 2012","90.92","89.05","91.65","88.84","491.26K","2.39%"
"Nov 14, 2012","88.80","89.31","89.67","88.69","99.46K","-0.48%"
"Nov 13, 2012","89.23","89.25","90.91","88.84","185.98K","0.63%"
"Nov 12, 2012","88.67","87.61","89.08","87.61","116.76K","0.86%"
"Nov 08, 2012","87.91","88.02","88.26","87.69","18.88K","-0.05%"
"Nov 07, 2012","87.95","87.60","88.14","87.44","51.55K","0.84%"
"Nov 06, 2012","87.22","87.19","87.52","87.19","35.94K","-0.49%"
"Nov 05, 2012","87.65","87.19","87.93","87.19","142.17K","0.39%"
"Nov 02, 2012","87.31","87.81","87.81","86.99","87.24K","-0.08%"
"Nov 01, 2012","87.38","87.60","88.02","87.23","40.29K","0.01%"
"Oct 31, 2012","87.37","88.02","89.17","87.31","65.46K","-0.61%"
"Oct 30, 2012","87.91","88.02","88.02","87.60","18.88K","0.40%"
"Oct 25, 2012","87.56","87.02","88.02","87.02","42.47K","-0.42%"
"Oct 24, 2012","87.93","87.60","88.21","87.19","33.52K","0.43%"
"Oct 23, 2012","87.55","87.19","87.77","87.04","20.57K","0.62%"
"Oct 22, 2012","87.01","87.52","87.60","86.61","52.03K","0.09%"
"Oct 19, 2012","86.93","87.60","87.74","85.95","149.68K","-0.50%"
"Oct 18, 2012","87.37","87.56","87.93","87.27","9.92K","-0.21%"
"Oct 17, 2012","87.55","87.81","87.81","87.12","15.61K","0.16%"
"Oct 16, 2012","87.41","88.18","88.43","87.21","104.66K","-1.11%"
"Oct 15, 2012","88.39","88.43","88.92","87.89","60.14K","0.11%"
"Oct 12, 2012","88.29","89.67","89.67","88.22","26.14K","-0.33%"
"Oct 11, 2012","88.58","88.51","89.45","88.43","49.49K","0.08%"
"Oct 10, 2012","88.51","89.13","89.26","88.43","36.78K","-0.27%"
"Oct 09, 2012","88.75","89.09","89.09","88.35","13.19K","-0.09%"
"Oct 08, 2012","88.83","88.59","89.67","88.43","91.11K","0.79%"
"Oct 05, 2012","88.13","89.13","89.13","87.93","54.45K","-0.43%"
"Oct 04, 2012","88.51","88.80","89.55","88.18","64.73K","0.34%"
"Oct 03, 2012","88.21","88.83","88.84","88.01","29.52K","-0.28%"
"Oct 02, 2012","88.46","89.09","89.09","88.43","21.05K","0.08%"
"Oct 01, 2012","88.39","88.60","88.83","88.15","18.39K","0.23%"
"Sep 28, 2012","88.19","88.26","89.08","88.10","29.28K","-0.27%"
"Sep 27, 2012","88.43","88.10","88.84","88.10","15.85K","0.48%"
"Sep 26, 2012","88.01","88.31","88.44","87.61","15.73K","-0.40%"
"Sep 25, 2012","88.36","88.84","88.84","87.69","10.89K","0.48%"
"Sep 24, 2012","87.94","89.46","89.46","87.73","29.77K","-1.15%"
"Sep 20, 2012","88.96","89.01","89.92","88.84","10.89K","-0.64%"
"Sep 19, 2012","89.53","89.65","89.73","89.01","13.55K","0.62%"
"Sep 18, 2012","88.98","89.25","89.25","88.52","18.63K","0.54%"
"Sep 17, 2012","88.50","89.66","89.66","88.43","41.26K","-0.39%"
"Sep 14, 2012","88.85","90.27","91.32","88.64","158.63K","-1.94%"
"Sep 13, 2012","90.61","91.62","91.74","90.50","93.41K","-1.23%"
"Sep 12, 2012","91.74","91.82","92.56","91.65","79.98K","-0.03%"
"Sep 11, 2012","91.77","92.85","92.85","91.74","24.80K","-0.27%"
"Sep 10, 2012","92.02","92.57","93.14","91.88","53.48K","-0.64%"
"Sep 07, 2012","92.61","93.38","93.63","92.56","44.04K","-0.81%"
"Sep 06, 2012","93.37","93.89","94.21","93.22","24.80K","-0.88%"
"Sep 05, 2012","94.20","94.75","95.41","94.05","103.09K","-0.30%"
"Sep 04, 2012","94.48","94.46","95.03","94.42","9.80K","-0.36%"
"Sep 03, 2012","94.82","95.41","95.41","94.75","19.12K","-0.21%"
"Aug 31, 2012","95.02","95.86","95.86","94.64","55.78K","0.04%"
"Aug 30, 2012","94.98","95.04","95.45","94.31","61.23K","0.33%"
"Aug 29, 2012","94.67","94.88","95.04","94.05","48.88K","-0.29%"
"Aug 28, 2012","94.95","96.69","96.69","94.46","100.07K","-0.67%"
"Aug 27, 2012","95.59","93.52","95.87","93.52","129.59K","-0.91%"
"Aug 24, 2012","96.47","97.44","97.44","95.26","75.38K","1.09%"
"Aug 23, 2012","95.43","96.12","96.12","95.04","48.16K","0.53%"
"Aug 16, 2012","94.93","96.24","96.24","94.63","38.36K","-0.17%"
"Aug 15, 2012","95.09","94.12","95.33","94.05","26.14K","0.07%"
"Aug 13, 2012","95.02","95.04","95.95","94.05","272.98K","-2.45%"
"Aug 10, 2012","97.41","97.44","99.08","96.94","85.43K","-0.25%"
"Aug 09, 2012","97.65","96.93","98.10","96.93","65.22K","0.81%"
"Aug 08, 2012","96.87","99.34","99.34","96.69","96.32K","-2.38%"
"Aug 07, 2012","99.23","98.61","101.24","98.35","763.39K","0.63%"
"Aug 06, 2012","98.61","95.87","99.17","95.21","364.69K","2.39%"
"Aug 03, 2012","96.31","95.09","97.02","94.31","60.62K","0.48%"
"Aug 02, 2012","95.85","96.26","96.27","95.09","527.32K","-0.37%"
"Aug 01, 2012","96.21","94.21","96.69","93.56","95.95K","2.06%"
"Jul 31, 2012","94.27","94.01","94.55","93.39","20.21K","0.71%"
"Jul 30, 2012","93.61","94.63","94.63","93.53","9.68K","-0.43%"
"Jul 27, 2012","94.01","94.38","94.38","93.84","2.66K","-0.71%"
"Jul 26, 2012","94.68","94.63","94.79","94.21","7.38K","0.05%"
"Jul 25, 2012","94.63","93.51","94.63","93.51","9.68K","1.15%"
"Jul 24, 2012","93.55","93.14","93.60","93.10","10.04K","0.55%"
"Jul 23, 2012","93.04","95.04","95.04","92.95","33.52K","-2.14%"
"Jul 20, 2012","95.07","93.84","95.45","93.84","223.73K","0.04%"
"Jul 19, 2012","95.03","95.45","96.27","94.42","839.89K","-0.44%"
"Jul 18, 2012","95.45","94.46","95.45","94.38","154.87K","0.45%"
"Jul 17, 2012","95.02","94.79","95.87","93.80","208.81K","1.11%"
"Jul 16, 2012","93.98","92.93","94.41","92.64","42.31K","0.98%"
"Jul 13, 2012","93.07","93.93","94.21","92.66","11.80K","-0.39%"
"Jul 12, 2012","93.43","93.11","94.05","93.06","17.62K","0.05%"
"Jul 11, 2012","93.38","93.32","93.64","93.14","6.40K","-0.26%"
"Jul 10, 2012","93.62","94.55","94.55","93.60","10.01K","-0.92%"
"Jul 09, 2012","94.49","93.80","94.63","93.80","34.59K","-0.11%"
"Jul 06, 2012","94.59","93.79","94.63","93.51","25.56K","1.11%"
"Jul 05, 2012","93.55","93.43","93.97","93.40","9.04K","-0.29%"
"Jul 04, 2012","93.82","93.88","94.71","93.72","47.18K","-0.47%"
"Jul 03, 2012","94.26","94.17","94.71","93.88","42.38K","0.04%"
"Jul 02, 2012","94.22","93.20","94.55","92.15","250.25K","1.03%"
"Jun 29, 2012","93.26","91.32","93.47","90.91","653.19K","1.71%"
"Jun 28, 2012","91.69","90.66","92.48","90.50","256.94K","1.09%"
"Jun 27, 2012","90.70","90.00","90.91","89.38","174.14K","1.15%"
"Jun 26, 2012","89.67","89.01","89.96","88.93","72.10K","0.28%"
"Jun 25, 2012","89.42","89.66","89.88","88.84","45.07K","0.61%"
"Jun 22, 2012","88.88","88.43","89.25","88.43","14.49K","0.12%"
"Jun 21, 2012","88.77","90.01","90.25","88.43","209.56K","-1.10%"
"Jun 20, 2012","89.76","89.74","89.92","88.85","104.20K","0.48%"
"Jun 19, 2012","89.33","88.43","89.92","88.02","101.19K","0.31%"
"Jun 18, 2012","89.05","89.50","89.71","88.43","62.12K","0.43%"
"Jun 15, 2012","88.67","87.93","89.09","87.69","119.22K","0.99%"
"Jun 14, 2012","87.80","86.78","88.02","86.65","68.71K","2.26%"
"Jun 13, 2012","85.86","85.29","86.78","85.29","54.28K","0.32%"
"Jun 12, 2012","85.59","87.18","87.18","85.22","19.32K","-0.62%"
"Jun 11, 2012","86.12","87.14","87.14","85.22","9.41K","0.29%"
"Jun 08, 2012","85.87","86.78","87.19","85.12","19.06K","-0.77%"
"Jun 07, 2012","86.54","87.60","87.92","85.96","89.76K","-0.47%"
"Jun 06, 2012","86.95","88.35","88.35","86.86","19.45K","0.06%"
"Jun 05, 2012","86.90","88.43","88.43","86.06","37.24K","-1.13%"
"Jun 04, 2012","87.89","87.69","88.35","87.69","11.99K","0.16%"
"Jun 01, 2012","87.75","87.77","88.36","87.20","61.88K","0.87%"
"May 31, 2012","86.99","90.91","90.91","86.78","490.32K","-4.29%"
"May 30, 2012","90.89","92.15","92.48","90.58","348.83K","-2.14%"
"May 29, 2012","92.88","92.81","93.39","92.52","292.85K","0.26%"
"May 28, 2012","92.64","92.98","92.98","92.36","16.92K","-0.28%"
"May 25, 2012","92.90","92.16","93.39","92.16","122.31K","0.36%"
"May 24, 2012","92.57","92.15","92.73","92.11","80.49K","0.02%"
"May 23, 2012","92.55","91.79","94.05","91.65","248.88K","-0.01%"
"May 22, 2012","92.56","90.89","92.77","90.84","127.65K","2.28%"
"May 21, 2012","90.50","90.10","90.89","90.08","18.59K","0.39%"
"May 18, 2012","90.15","91.16","91.94","89.34","93.80K","-1.72%"
"May 17, 2012","91.73","92.56","92.56","91.32","81.11K","-0.53%"
"May 16, 2012","92.22","93.60","93.81","92.15","110.92K","-2.12%"
"May 15, 2012","94.22","92.36","94.55","92.36","238.26K","1.60%"
"May 14, 2012","92.74","92.15","93.31","91.82","44.65K","0.87%"
"May 11, 2012","91.94","93.39","94.21","91.74","224.52K","-1.96%"
"May 10, 2012","93.78","95.25","95.25","93.40","60.48K","-1.57%"
"May 09, 2012","95.28","94.22","95.87","93.39","419.45K","0.97%"
"May 08, 2012","94.36","95.54","95.87","94.21","394.56K","-1.46%"
"May 07, 2012","95.76","96.69","97.11","95.06","371.06K","-0.57%"
"May 04, 2012","96.31","94.96","97.31","94.63","1.62M","1.79%"
"May 03, 2012","94.62","92.19","95.04","92.19","354.98K","2.56%"
"May 02, 2012","92.26","92.57","94.05","92.15","91.06K","-0.30%"
"Apr 30, 2012","92.54","93.47","93.47","92.23","51.70K","-1.28%"
"Apr 27, 2012","93.74","93.60","94.79","93.40","54.28K","-0.30%"
"Apr 26, 2012","94.02","95.04","96.69","93.80","229.02K","-2.16%"
"Apr 25, 2012","96.10","93.97","96.69","93.39","683.47K","2.98%"
"Apr 24, 2012","93.32","91.32","95.62","91.32","849.75K","2.41%"
"Apr 23, 2012","91.12","89.35","92.64","89.35","195.24K","1.32%"
"Apr 20, 2012","89.93","89.67","91.07","89.67","94.73K","-0.22%"
"Apr 19, 2012","90.13","89.68","91.73","88.90","251.23K","-0.38%"
"Apr 18, 2012","90.47","90.08","92.15","89.26","241.16K","1.16%"
"Apr 17, 2012","89.43","88.68","90.29","88.68","43.14K","0.29%"
"Apr 16, 2012","89.17","89.67","90.21","88.26","324.80K","-2.01%"
"Apr 13, 2012","91.00","90.91","92.13","89.67","98.89K","1.07%"
"Apr 12, 2012","90.04","92.48","92.48","89.67","29.99K","-0.96%"
"Apr 11, 2012","90.91","91.32","91.69","90.08","147.32K","0.93%"
"Apr 10, 2012","90.07","92.60","93.80","89.26","160.75K","-2.45%"
"Apr 09, 2012","92.33","92.56","93.80","91.90","38.81K","-0.10%"
"Apr 06, 2012","92.42","94.87","94.87","92.15","123.38K","-0.65%"
"Apr 05, 2012","93.02","97.11","97.11","92.98","205.82K","-3.09%"
"Apr 04, 2012","95.99","94.21","97.11","94.21","361.75K","2.95%"
"Apr 03, 2012","93.24","90.33","95.04","90.08","593.70K","2.56%"
"Apr 02, 2012","90.91","92.15","92.54","90.70","54.83K","-1.23%"
"Mar 30, 2012","92.04","90.50","92.56","90.22","126.09K","1.38%"
"Mar 29, 2012","90.79","89.01","91.32","88.60","298.33K","1.66%"
"Mar 28, 2012","89.31","85.12","89.63","85.12","222.19K","4.63%"
"Mar 27, 2012","85.36","83.88","85.74","83.88","71.27K","1.21%"
"Mar 26, 2012","84.34","83.47","84.71","83.47","1.02M","1.35%"
"Mar 22, 2012","83.22","84.30","84.39","82.85","75.74K","-0.05%"
"Mar 21, 2012","83.26","85.21","85.21","81.20","181.33K","-2.56%"
"Mar 20, 2012","85.45","84.83","85.83","83.80","56.00K","1.58%"
"Mar 19, 2012","84.12","85.95","85.95","83.88","73.60K","-2.03%"
"Mar 16, 2012","85.86","88.76","88.76","85.12","90.71K","-4.59%"
"Mar 15, 2012","89.99","89.93","90.16","89.41","121.66K","0.30%"
"Mar 14, 2012","89.72","88.88","90.16","88.88","140.27K","0.67%"
"Mar 13, 2012","89.12","89.46","89.71","88.66","121.08K","-0.41%"
"Mar 12, 2012","89.49","90.16","90.53","89.41","237.70K","0.26%"
"Mar 09, 2012","89.26","90.16","90.48","88.66","290.08K","-0.98%"
"Mar 08, 2012","90.14","90.27","90.27","89.11","204.28K","0.65%"
"Mar 07, 2012","89.56","89.86","90.52","89.41","151.76K","-0.87%"
"Mar 06, 2012","90.35","90.35","90.83","90.19","280.47K","-0.20%"
"Mar 05, 2012","90.53","90.16","90.91","90.16","249.32K","0.24%"
"Mar 02, 2012","90.31","90.16","90.72","90.16","166.76K","0.16%"
"Mar 01, 2012","90.17","90.27","90.81","89.61","400.24K","-0.49%"
"Feb 29, 2012","90.61","90.32","91.59","90.24","327.78K","0.11%"
"Feb 28, 2012","90.51","91.28","91.54","90.35","149.90K","-0.77%"
"Feb 27, 2012","91.21","92.04","92.41","90.72","814.59K","-0.94%"
"Feb 24, 2012","92.08","94.18","95.98","91.40","1.28M","-2.08%"
"Feb 23, 2012","94.04","92.94","95.04","92.04","690.14K","1.35%"
"Feb 22, 2012","92.79","90.13","93.54","89.78","392.94K","4.05%"
"Feb 21, 2012","89.18","89.70","90.38","89.07","119.86K","0.18%"
"Feb 20, 2012","89.02","89.41","90.08","88.75","80.31K","-0.38%"
"Feb 17, 2012","89.36","88.99","90.53","88.29","269.83K","1.17%"
"Feb 16, 2012","88.33","89.97","90.14","88.20","191.16K","-1.41%"
"Feb 15, 2012","89.59","91.28","91.28","89.04","79.55K","-1.65%"
"Feb 14, 2012","91.09","91.66","92.22","91.06","48.09K","-0.58%"
"Feb 13, 2012","91.62","89.79","92.07","89.79","119.38K","0.05%"
"Feb 10, 2012","91.57","90.16","93.46","89.63","339.71K","2.08%"
"Feb 09, 2012","89.70","89.78","90.16","88.84","31.67K","0.18%"
"Feb 08, 2012","89.54","88.81","90.53","87.15","70.32K","0.27%"
"Feb 07, 2012","89.30","88.50","89.48","88.09","84.75K","1.47%"
"Feb 06, 2012","88.01","87.15","89.03","87.15","104.41K","0.96%"
"Feb 03, 2012","87.17","85.68","87.34","85.68","51.05K","1.10%"
"Feb 02, 2012","86.22","86.36","86.81","85.80","39.47K","0.40%"
